study_id,intervention_name,condition,sponsor,start_date,end_date,phase,status,completeness_score,study_duration_days,mapped_term,match_score,mapping_status
NCT100810,Metformin,Alzheimer'S Disease,Pfizer,2024-04-09,2025-02-20,Phase 2,Completed,1.0,317.0,Metformin,100,mapped
NCT100811,Metformin,Breast Cancer,Moderna,2023-09-26,2024-12-20,Phase 4,Withdrawn,1.0,451.0,Metformin,100,mapped
NCT100812,Aspirin,Diabetes,Pfizer,2023-11-20,2025-06-09,Phase 3,Recruiting,1.0,567.0,Aspirin,100,mapped
NCT100813,Metformin,Asthma,Sanofi,2023-06-06,2024-11-28,,Recruiting,0.875,541.0,Metformin,100,mapped
NCT100814,Trastuzumab,Breast Cancer,Pfizer,2022-08-17,2025-02-26,Phase 3,Terminated,1.0,924.0,Trastuzumab,100,mapped
NCT100815,Metformin,Hypertension,Moderna,2024-06-30,2025-01-27,,Completed,0.875,211.0,Metformin,100,mapped
NCT100816,Donepezil,Asthma,Sanofi,2022-03-12,2025-04-13,Phase 4,Terminated,1.0,1128.0,Donepezil,100,mapped
NCT100817,Trastuzumab,Breast Cancer,Moderna,2022-08-06,2024-12-22,Phase 2,Terminated,1.0,869.0,Trastuzumab,100,mapped
NCT100818,Salbutamol,Alzheimer'S Disease,Sanofi,2022-01-04,2025-01-04,Phase 1,Withdrawn,1.0,1096.0,Salbutamol,100,mapped
NCT100819,Salbutamol,Breast Cancer,Pfizer,2021-12-03,2024-10-21,Phase 3,Terminated,1.0,1053.0,Salbutamol,100,mapped
NCT100820,Trastuzumab,Asthma,Novartis,2024-05-27,2025-02-02,,Recruiting,0.875,251.0,Trastuzumab,100,mapped
NCT100821,Salbutamol,Diabetes,Novartis,2020-08-16,2024-10-21,Phase 4,Recruiting,1.0,1527.0,Salbutamol,100,mapped
NCT100822,Aspirin,Covid-19,Pfizer,2024-06-20,2024-12-06,Phase 4,Completed,1.0,169.0,Aspirin,100,mapped
NCT100823,Remdesivir,Covid-19,Novartis,2021-09-11,2025-01-22,Phase 4,Withdrawn,1.0,1229.0,Remdesivir,100,mapped
NCT100824,,Covid-19,Novartis,2022-12-22,2025-05-27,Phase 3,Withdrawn,0.875,887.0,Metformin,45,low_score
NCT100825,Donepezil,,Gsk,2022-10-16,2024-11-10,,Terminated,0.75,756.0,Donepezil,100,mapped
NCT100826,Metformin,Covid-19,Pfizer,2024-06-07,2024-11-13,Phase 1,Withdrawn,1.0,159.0,Metformin,100,mapped
NCT100827,Metformin,Asthma,Pfizer,2020-08-16,2025-06-02,Phase 3,Terminated,1.0,1751.0,Metformin,100,mapped
NCT100828,Remdesivir,Breast Cancer,Gsk,2021-09-25,2024-10-28,Phase 1,Completed,1.0,1129.0,Remdesivir,100,mapped
NCT100829,Aspirin,,Novartis,2021-04-16,2025-03-09,Phase 2,Completed,0.875,1423.0,Aspirin,100,mapped
NCT100830,Salbutamol,Breast Cancer,Astrazeneca,2022-08-15,2025-04-26,,Terminated,0.875,985.0,Salbutamol,100,mapped
NCT100831,Aspirin,Diabetes,Sanofi,2021-06-16,2025-01-12,Phase 1,Recruiting,1.0,1306.0,Aspirin,100,mapped
NCT100832,Trastuzumab,Alzheimer'S Disease,Pfizer,2021-03-23,2024-08-16,Phase 1,Completed,1.0,1242.0,Trastuzumab,100,mapped
NCT100833,Salbutamol,Hypertension,Pfizer,2022-05-07,2025-06-11,Phase 3,Recruiting,1.0,1131.0,Salbutamol,100,mapped
NCT100834,,Diabetes,Sanofi,2022-04-29,,Phase 2,Recruiting,0.75,,Metformin,45,low_score
NCT100835,Metformin,Diabetes,Moderna,2023-06-15,2024-10-19,Phase 2,Recruiting,1.0,492.0,Metformin,100,mapped
NCT100836,Aspirin,Asthma,Sanofi,2023-02-17,2024-09-30,,Withdrawn,0.875,591.0,Aspirin,100,mapped
NCT100837,Metformin,Hypertension,Gsk,2023-11-22,2024-11-28,Phase 4,Terminated,1.0,372.0,Metformin,100,mapped
NCT100838,Aspirin,Covid-19,Gsk,2023-03-23,2025-01-10,Phase 2,Recruiting,1.0,659.0,Aspirin,100,mapped
NCT100839,Aspirin,Breast Cancer,Moderna,2023-07-22,,,Completed,0.75,,Aspirin,100,mapped
NCT100840,Salbutamol,Asthma,Pfizer,2023-08-22,,Phase 3,Terminated,0.875,,Salbutamol,100,mapped
NCT100841,Remdesivir,Asthma,Astrazeneca,2021-12-25,2024-09-22,Phase 4,Withdrawn,1.0,1002.0,Remdesivir,100,mapped
NCT100842,Trastuzumab,Breast Cancer,Astrazeneca,2022-11-24,2025-02-02,Phase 4,Completed,1.0,801.0,Trastuzumab,100,mapped
NCT100843,Donepezil,Alzheimer'S Disease,Gsk,2021-10-04,2024-08-07,Phase 4,Completed,1.0,1038.0,Donepezil,100,mapped
NCT100844,,Covid-19,Astrazeneca,2022-04-02,2024-09-06,,Completed,0.75,888.0,Metformin,45,low_score
NCT100845,Donepezil,Covid-19,Gsk,2021-08-18,,,Completed,0.75,,Donepezil,100,mapped
NCT100846,Donepezil,Asthma,Pfizer,2021-09-21,2024-11-04,Phase 4,Completed,1.0,1140.0,Donepezil,100,mapped
NCT100847,,Diabetes,Pfizer,2022-10-06,,Phase 1,Recruiting,0.75,,Metformin,45,low_score
NCT100848,Metformin,Alzheimer'S Disease,Gsk,2023-06-07,2025-06-26,Phase 2,Withdrawn,1.0,750.0,Metformin,100,mapped
NCT100849,Trastuzumab,Covid-19,Gsk,2020-09-02,2025-07-29,Phase 4,Completed,1.0,1791.0,Trastuzumab,100,mapped
NCT100850,,Asthma,Gsk,2023-01-01,2025-01-22,Phase 2,Withdrawn,0.875,752.0,Metformin,45,low_score
NCT100851,Remdesivir,Alzheimer'S Disease,Novartis,2022-10-26,2024-08-14,,Completed,0.875,658.0,Remdesivir,100,mapped
NCT100852,Aspirin,Hypertension,Sanofi,2021-09-08,2025-04-29,Phase 1,Recruiting,1.0,1329.0,Aspirin,100,mapped
NCT100853,Remdesivir,Asthma,Gsk,2023-01-25,,Phase 2,Recruiting,0.875,,Remdesivir,100,mapped
NCT100854,Aspirin,Breast Cancer,Moderna,2021-09-01,2025-06-29,Phase 3,Withdrawn,1.0,1397.0,Aspirin,100,mapped
NCT100855,Donepezil,Hypertension,Gsk,2021-11-09,2025-03-31,Phase 3,Completed,1.0,1238.0,Donepezil,100,mapped
NCT100856,Salbutamol,Hypertension,Astrazeneca,2021-02-01,2024-08-24,,Withdrawn,0.875,1300.0,Salbutamol,100,mapped
NCT100857,Aspirin,Diabetes,Astrazeneca,2022-12-08,2025-01-22,Phase 2,Withdrawn,1.0,776.0,Aspirin,100,mapped
NCT100858,Metformin,Covid-19,Astrazeneca,2021-07-24,2025-04-22,,Terminated,0.875,1368.0,Metformin,100,mapped
NCT100859,Remdesivir,Asthma,Pfizer,2023-09-22,2025-07-29,Phase 2,Completed,1.0,676.0,Remdesivir,100,mapped
NCT100860,Donepezil,Hypertension,Moderna,2024-07-28,2025-07-19,Phase 4,Completed,1.0,356.0,Donepezil,100,mapped
NCT100861,Trastuzumab,Diabetes,Pfizer,2023-09-04,2024-10-26,Phase 1,Recruiting,1.0,418.0,Trastuzumab,100,mapped
NCT100862,Salbutamol,Covid-19,Gsk,2022-08-03,2024-10-24,Phase 4,Withdrawn,1.0,813.0,Salbutamol,100,mapped
NCT100863,,Asthma,Novartis,2021-06-26,2024-10-29,Phase 3,Withdrawn,0.875,1221.0,Metformin,45,low_score
NCT100864,Remdesivir,Asthma,Astrazeneca,2022-06-25,2024-09-16,Phase 3,Recruiting,1.0,814.0,Remdesivir,100,mapped
NCT100865,Trastuzumab,Asthma,Novartis,2023-05-17,,Phase 2,Completed,0.875,,Trastuzumab,100,mapped
NCT100866,Aspirin,Covid-19,Gsk,2022-12-16,2024-10-30,,Completed,0.875,684.0,Aspirin,100,mapped
NCT100867,Aspirin,Alzheimer'S Disease,Gsk,2023-01-24,2025-02-25,,Recruiting,0.875,763.0,Aspirin,100,mapped
NCT100868,Trastuzumab,Diabetes,Sanofi,2023-09-30,2025-07-03,,Recruiting,0.875,642.0,Trastuzumab,100,mapped
NCT100869,Remdesivir,,Moderna,2023-12-29,2025-07-10,Phase 3,Recruiting,0.875,559.0,Remdesivir,100,mapped
NCT100870,Trastuzumab,Asthma,Pfizer,2020-12-29,2025-06-03,,Completed,0.875,1617.0,Trastuzumab,100,mapped
NCT100871,Salbutamol,Breast Cancer,Moderna,2023-11-08,2024-11-09,,Withdrawn,0.875,367.0,Salbutamol,100,mapped
NCT100872,Remdesivir,Alzheimer'S Disease,Astrazeneca,2023-07-16,2024-12-30,,Withdrawn,0.875,533.0,Remdesivir,100,mapped
NCT100873,Remdesivir,Hypertension,Gsk,2023-10-27,2024-08-24,Phase 2,Recruiting,1.0,302.0,Remdesivir,100,mapped
NCT100874,Metformin,Alzheimer'S Disease,Novartis,2022-04-16,2025-05-31,Phase 2,Terminated,1.0,1141.0,Metformin,100,mapped
NCT100875,Donepezil,,Sanofi,2022-09-12,2025-03-17,Phase 4,Completed,0.875,917.0,Donepezil,100,mapped
NCT100876,Salbutamol,Covid-19,Sanofi,2022-06-25,2025-07-29,Phase 2,Completed,1.0,1130.0,Salbutamol,100,mapped
NCT100877,Metformin,Covid-19,Moderna,2024-03-08,2025-02-21,Phase 4,Withdrawn,1.0,350.0,Metformin,100,mapped
NCT100878,Salbutamol,Hypertension,Gsk,2023-02-18,2024-11-22,Phase 3,Completed,1.0,643.0,Salbutamol,100,mapped
NCT100879,Trastuzumab,,Moderna,2021-11-01,2024-11-29,,Terminated,0.75,1124.0,Trastuzumab,100,mapped
NCT100880,Donepezil,Diabetes,Gsk,2023-12-14,2024-12-26,Phase 2,Withdrawn,1.0,378.0,Donepezil,100,mapped
NCT100881,Donepezil,Alzheimer'S Disease,Gsk,2021-10-29,2025-01-22,Phase 3,Completed,1.0,1181.0,Donepezil,100,mapped
NCT100882,Metformin,Asthma,Pfizer,2023-12-08,2024-10-02,Phase 1,Terminated,1.0,299.0,Metformin,100,mapped
NCT100883,Metformin,Covid-19,Pfizer,2022-05-02,2024-10-21,Phase 2,Recruiting,1.0,903.0,Metformin,100,mapped
NCT100884,Trastuzumab,Alzheimer'S Disease,Astrazeneca,2024-02-04,2024-09-20,Phase 3,Terminated,1.0,229.0,Trastuzumab,100,mapped
NCT100885,Metformin,Diabetes,Moderna,2020-10-13,,,Terminated,0.75,,Metformin,100,mapped
NCT100886,,Breast Cancer,Novartis,2023-11-23,2024-12-20,Phase 2,Recruiting,0.875,393.0,Metformin,45,low_score
NCT100887,Remdesivir,Hypertension,Gsk,2023-07-30,2025-05-13,Phase 4,Recruiting,1.0,653.0,Remdesivir,100,mapped
NCT100888,Aspirin,Hypertension,Moderna,2021-05-07,,,Withdrawn,0.75,,Aspirin,100,mapped
NCT100889,Metformin,Hypertension,Astrazeneca,2023-01-13,,Phase 2,Completed,0.875,,Metformin,100,mapped
NCT100890,Metformin,Diabetes,Pfizer,2022-07-23,2024-09-24,Phase 2,Completed,1.0,794.0,Metformin,100,mapped
NCT100891,Trastuzumab,Breast Cancer,Sanofi,2023-12-21,,Phase 2,Recruiting,0.875,,Trastuzumab,100,mapped
NCT100892,Remdesivir,Diabetes,Sanofi,2023-07-16,2025-06-01,,Completed,0.875,686.0,Remdesivir,100,mapped
NCT100893,Metformin,,Gsk,2023-02-05,2025-04-08,Phase 3,Withdrawn,0.875,793.0,Metformin,100,mapped
NCT100894,Metformin,Covid-19,Sanofi,2024-05-22,2024-12-02,Phase 2,Completed,1.0,194.0,Metformin,100,mapped
NCT100895,Metformin,Asthma,Pfizer,2024-02-04,2025-06-20,,Completed,0.875,502.0,Metformin,100,mapped
NCT100896,Donepezil,Covid-19,Sanofi,2024-06-27,2025-07-15,,Terminated,0.875,383.0,Donepezil,100,mapped
NCT100897,Remdesivir,Asthma,Sanofi,2020-09-13,,Phase 3,Terminated,0.875,,Remdesivir,100,mapped
NCT100898,Donepezil,Asthma,Sanofi,2020-10-28,,Phase 4,Recruiting,0.875,,Donepezil,100,mapped
NCT100899,Donepezil,Alzheimer'S Disease,Astrazeneca,2022-08-19,,Phase 1,Recruiting,0.875,,Donepezil,100,mapped
NCT100900,Aspirin,Alzheimer'S Disease,Astrazeneca,2023-03-17,2025-05-17,Phase 3,Withdrawn,1.0,792.0,Aspirin,100,mapped
NCT100901,,Breast Cancer,Novartis,2024-07-22,,Phase 1,Recruiting,0.75,,Metformin,45,low_score
NCT100902,Salbutamol,Diabetes,Gsk,2024-03-26,2025-04-24,Phase 1,Completed,1.0,394.0,Salbutamol,100,mapped
NCT100903,Salbutamol,Alzheimer'S Disease,Sanofi,2021-06-01,2024-09-05,Phase 3,Terminated,1.0,1192.0,Salbutamol,100,mapped
NCT100904,Metformin,Hypertension,Novartis,2020-12-29,2025-07-22,Phase 2,Withdrawn,1.0,1666.0,Metformin,100,mapped
NCT100905,Donepezil,Diabetes,Pfizer,2021-05-22,2024-11-11,Phase 2,Withdrawn,1.0,1269.0,Donepezil,100,mapped
NCT100906,Salbutamol,Hypertension,Astrazeneca,2020-12-29,2025-04-15,Phase 1,Completed,1.0,1568.0,Salbutamol,100,mapped
NCT100907,Remdesivir,Diabetes,Novartis,2023-07-18,2025-06-08,Phase 3,Withdrawn,1.0,691.0,Remdesivir,100,mapped
NCT100908,Remdesivir,Breast Cancer,Sanofi,2021-09-04,2024-10-20,Phase 2,Terminated,1.0,1142.0,Remdesivir,100,mapped
NCT100909,Salbutamol,Alzheimer'S Disease,Sanofi,2022-10-17,2025-07-30,Phase 4,Recruiting,1.0,1017.0,Salbutamol,100,mapped
NCT100910,Salbutamol,Asthma,Novartis,2022-04-02,,Phase 4,Withdrawn,0.875,,Salbutamol,100,mapped
NCT100911,,Asthma,Gsk,2024-07-24,2025-03-17,Phase 3,Recruiting,0.875,236.0,Metformin,45,low_score
NCT100912,Trastuzumab,Hypertension,Moderna,2020-09-13,2024-10-10,Phase 3,Completed,1.0,1488.0,Trastuzumab,100,mapped
NCT100913,Trastuzumab,Alzheimer'S Disease,Moderna,2020-09-07,2025-07-05,Phase 1,Completed,1.0,1762.0,Trastuzumab,100,mapped
NCT100914,Trastuzumab,Alzheimer'S Disease,Moderna,2023-11-20,,Phase 4,Withdrawn,0.875,,Trastuzumab,100,mapped
NCT100915,Donepezil,Diabetes,Novartis,2023-09-09,2025-05-23,Phase 1,Recruiting,1.0,622.0,Donepezil,100,mapped
NCT100916,Remdesivir,Hypertension,Gsk,2022-07-23,,Phase 1,Withdrawn,0.875,,Remdesivir,100,mapped
NCT100917,Aspirin,Breast Cancer,Gsk,2022-05-09,2024-11-22,Phase 2,Terminated,1.0,928.0,Aspirin,100,mapped
NCT100918,Aspirin,Alzheimer'S Disease,Novartis,2022-05-05,2024-09-03,Phase 4,Completed,1.0,852.0,Aspirin,100,mapped
NCT100919,,Diabetes,Gsk,2021-12-03,,Phase 2,Withdrawn,0.75,,Metformin,45,low_score
NCT100920,Metformin,Diabetes,Pfizer,2024-05-28,2024-12-15,,Recruiting,0.875,201.0,Metformin,100,mapped
NCT100921,Donepezil,Breast Cancer,Astrazeneca,2021-07-23,2025-03-03,,Completed,0.875,1319.0,Donepezil,100,mapped
NCT100922,Donepezil,Covid-19,Novartis,2022-12-15,2025-05-30,Phase 2,Recruiting,1.0,897.0,Donepezil,100,mapped
NCT100923,,Breast Cancer,Pfizer,2020-10-28,2024-08-17,Phase 1,Terminated,0.875,1389.0,Metformin,45,low_score
NCT100924,Trastuzumab,Diabetes,Pfizer,2023-05-04,2025-07-29,Phase 3,Withdrawn,1.0,817.0,Trastuzumab,100,mapped
NCT100925,Aspirin,Asthma,Astrazeneca,2020-10-31,2024-12-17,Phase 3,Terminated,1.0,1508.0,Aspirin,100,mapped
NCT100926,Aspirin,Breast Cancer,Sanofi,2023-11-09,2025-01-12,Phase 3,Withdrawn,1.0,430.0,Aspirin,100,mapped
NCT100927,Donepezil,Asthma,Moderna,2021-05-22,2025-02-01,Phase 3,Completed,1.0,1351.0,Donepezil,100,mapped
NCT100928,Trastuzumab,Hypertension,Novartis,2020-09-01,2024-10-15,Phase 3,Withdrawn,1.0,1505.0,Trastuzumab,100,mapped
NCT100929,Salbutamol,,Astrazeneca,2024-06-12,2025-04-29,Phase 3,Terminated,0.875,321.0,Salbutamol,100,mapped
NCT100930,Aspirin,Covid-19,Sanofi,2021-11-10,2025-01-20,Phase 4,Recruiting,1.0,1167.0,Aspirin,100,mapped
NCT100931,Remdesivir,Asthma,Novartis,2024-03-31,,Phase 2,Terminated,0.875,,Remdesivir,100,mapped
NCT100932,Aspirin,Covid-19,Moderna,2022-07-31,2025-03-20,Phase 1,Withdrawn,1.0,963.0,Aspirin,100,mapped
NCT100933,Metformin,Hypertension,Astrazeneca,2022-04-11,2024-10-28,Phase 1,Completed,1.0,931.0,Metformin,100,mapped
NCT100934,Metformin,Diabetes,Sanofi,2022-04-13,2024-10-09,Phase 2,Recruiting,1.0,910.0,Metformin,100,mapped
NCT100935,Donepezil,Diabetes,Moderna,2021-11-19,2025-07-25,,Terminated,0.875,1344.0,Donepezil,100,mapped
NCT100936,Metformin,Hypertension,Novartis,2022-02-18,2024-08-14,Phase 3,Terminated,1.0,908.0,Metformin,100,mapped
NCT100937,Trastuzumab,Asthma,Sanofi,2023-01-12,2024-09-25,Phase 3,Terminated,1.0,622.0,Trastuzumab,100,mapped
NCT100938,Remdesivir,Alzheimer'S Disease,Pfizer,2024-07-27,2024-11-25,Phase 4,Recruiting,1.0,121.0,Remdesivir,100,mapped
NCT100939,Aspirin,Hypertension,Pfizer,2024-05-24,,Phase 1,Completed,0.875,,Aspirin,100,mapped
NCT100940,Metformin,Covid-19,Moderna,2022-01-27,2025-03-05,Phase 4,Recruiting,1.0,1133.0,Metformin,100,mapped
NCT100941,Donepezil,Covid-19,Astrazeneca,2022-03-21,2025-05-16,Phase 1,Completed,1.0,1152.0,Donepezil,100,mapped
NCT100942,Metformin,Covid-19,Sanofi,2024-01-30,2025-03-19,Phase 1,Withdrawn,1.0,414.0,Metformin,100,mapped
NCT100943,Salbutamol,Hypertension,Novartis,2020-09-09,2025-03-21,Phase 2,Withdrawn,1.0,1654.0,Salbutamol,100,mapped
NCT100944,Salbutamol,Asthma,Novartis,2021-02-21,2025-05-13,Phase 3,Recruiting,1.0,1542.0,Salbutamol,100,mapped
NCT100945,Trastuzumab,Diabetes,Moderna,2021-05-14,2025-01-07,Phase 2,Terminated,1.0,1334.0,Trastuzumab,100,mapped
NCT100946,Donepezil,Breast Cancer,Gsk,2022-11-14,2025-04-17,Phase 3,Completed,1.0,885.0,Donepezil,100,mapped
NCT100947,Aspirin,Alzheimer'S Disease,Astrazeneca,2021-05-22,,Phase 4,Completed,0.875,,Aspirin,100,mapped
NCT100948,Metformin,Covid-19,Gsk,2024-06-18,2025-07-02,,Terminated,0.875,379.0,Metformin,100,mapped
NCT100949,Donepezil,Breast Cancer,Sanofi,2023-09-10,,Phase 2,Recruiting,0.875,,Donepezil,100,mapped
NCT100950,Aspirin,Diabetes,Sanofi,2023-01-29,2025-04-29,Phase 4,Withdrawn,1.0,821.0,Aspirin,100,mapped
NCT100951,Remdesivir,Diabetes,Astrazeneca,2021-11-11,2025-05-07,Phase 2,Completed,1.0,1273.0,Remdesivir,100,mapped
NCT100952,Aspirin,Hypertension,Astrazeneca,2023-12-11,2025-06-10,Phase 1,Completed,1.0,547.0,Aspirin,100,mapped
NCT100953,Donepezil,Covid-19,Sanofi,2024-06-13,,Phase 3,Withdrawn,0.875,,Donepezil,100,mapped
NCT100954,Trastuzumab,Hypertension,Pfizer,2023-12-11,2024-12-30,Phase 2,Terminated,1.0,385.0,Trastuzumab,100,mapped
NCT100955,Remdesivir,Hypertension,Novartis,2020-08-17,,Phase 2,Recruiting,0.875,,Remdesivir,100,mapped
NCT100956,Metformin,Breast Cancer,Pfizer,2024-01-20,2025-01-30,Phase 2,Recruiting,1.0,376.0,Metformin,100,mapped
NCT100957,Aspirin,Asthma,Pfizer,2023-08-02,2025-04-23,Phase 4,Recruiting,1.0,630.0,Aspirin,100,mapped
NCT100958,Salbutamol,Breast Cancer,Pfizer,2022-04-18,2025-04-01,Phase 2,Completed,1.0,1079.0,Salbutamol,100,mapped
NCT100959,Trastuzumab,Hypertension,Novartis,2024-05-26,2024-09-06,Phase 3,Withdrawn,1.0,103.0,Trastuzumab,100,mapped
NCT100960,Donepezil,Diabetes,Gsk,2021-11-16,2025-03-17,Phase 2,Recruiting,1.0,1217.0,Donepezil,100,mapped
NCT100961,Donepezil,Covid-19,Gsk,2023-06-02,2024-12-01,Phase 4,Completed,1.0,548.0,Donepezil,100,mapped
NCT100962,Remdesivir,Alzheimer'S Disease,Moderna,2021-02-10,2025-06-02,Phase 4,Completed,1.0,1573.0,Remdesivir,100,mapped
NCT100963,Remdesivir,Covid-19,Moderna,2023-01-23,2024-10-24,Phase 3,Recruiting,1.0,640.0,Remdesivir,100,mapped
NCT100964,Donepezil,Asthma,Sanofi,2022-01-20,,Phase 1,Recruiting,0.875,,Donepezil,100,mapped
NCT100965,Metformin,Alzheimer'S Disease,Novartis,2022-01-12,,,Terminated,0.75,,Metformin,100,mapped
NCT100966,Remdesivir,Hypertension,Gsk,2024-02-17,,Phase 1,Withdrawn,0.875,,Remdesivir,100,mapped
NCT100967,Aspirin,Alzheimer'S Disease,Novartis,2021-05-12,2025-04-25,Phase 3,Completed,1.0,1444.0,Aspirin,100,mapped
NCT100968,Salbutamol,Diabetes,Novartis,2024-07-12,,,Terminated,0.75,,Salbutamol,100,mapped
NCT100969,Aspirin,Diabetes,Novartis,2023-12-22,2024-12-08,Phase 2,Withdrawn,1.0,352.0,Aspirin,100,mapped
NCT100970,Salbutamol,Alzheimer'S Disease,Pfizer,2021-01-03,2025-01-02,Phase 2,Completed,1.0,1460.0,Salbutamol,100,mapped
NCT100971,Aspirin,Diabetes,Astrazeneca,2022-08-30,,Phase 2,Withdrawn,0.875,,Aspirin,100,mapped
NCT100972,Salbutamol,Hypertension,Novartis,2022-08-04,2024-12-24,Phase 1,Withdrawn,1.0,873.0,Salbutamol,100,mapped
NCT100973,Donepezil,Asthma,Astrazeneca,2023-07-02,2024-11-14,Phase 2,Withdrawn,1.0,501.0,Donepezil,100,mapped
NCT100974,Remdesivir,Alzheimer'S Disease,Moderna,2023-05-03,2024-10-04,,Terminated,0.875,520.0,Remdesivir,100,mapped
NCT100975,Salbutamol,Alzheimer'S Disease,Gsk,2021-04-27,,Phase 3,Terminated,0.875,,Salbutamol,100,mapped
NCT100976,Salbutamol,,Astrazeneca,2023-08-22,,Phase 1,Terminated,0.75,,Salbutamol,100,mapped
NCT100977,Remdesivir,Breast Cancer,Moderna,2022-01-16,2024-12-31,Phase 4,Completed,1.0,1080.0,Remdesivir,100,mapped
NCT100978,Donepezil,Asthma,Sanofi,2021-10-27,2025-02-24,Phase 3,Terminated,1.0,1216.0,Donepezil,100,mapped
NCT100979,Salbutamol,Diabetes,Moderna,2023-10-03,,,Terminated,0.75,,Salbutamol,100,mapped
NCT100980,Remdesivir,Diabetes,Novartis,2024-05-29,2025-03-05,Phase 4,Withdrawn,1.0,280.0,Remdesivir,100,mapped
NCT100981,Salbutamol,Asthma,Novartis,2022-05-28,2025-03-19,,Completed,0.875,1026.0,Salbutamol,100,mapped
NCT100982,Aspirin,Diabetes,Astrazeneca,2022-01-12,2025-07-01,Phase 2,Completed,1.0,1266.0,Aspirin,100,mapped
NCT100983,Aspirin,Asthma,Sanofi,2022-11-24,2025-01-31,Phase 1,Terminated,1.0,799.0,Aspirin,100,mapped
NCT100984,Donepezil,,Gsk,2020-11-24,,Phase 3,Completed,0.75,,Donepezil,100,mapped
NCT100985,Salbutamol,Diabetes,Sanofi,2021-01-27,2024-12-14,Phase 2,Terminated,1.0,1417.0,Salbutamol,100,mapped
NCT100986,Metformin,Hypertension,Astrazeneca,2021-04-23,2024-12-09,Phase 4,Withdrawn,1.0,1326.0,Metformin,100,mapped
NCT100987,Salbutamol,Asthma,Pfizer,2023-05-22,,Phase 2,Terminated,0.875,,Salbutamol,100,mapped
NCT100988,Trastuzumab,Hypertension,Astrazeneca,2023-10-20,2025-06-26,,Withdrawn,0.875,615.0,Trastuzumab,100,mapped
NCT100989,Trastuzumab,Covid-19,Sanofi,2023-11-13,,Phase 4,Withdrawn,0.875,,Trastuzumab,100,mapped
NCT100990,Remdesivir,Covid-19,Gsk,2024-03-31,,Phase 2,Terminated,0.875,,Remdesivir,100,mapped
NCT100991,Remdesivir,Asthma,Astrazeneca,2021-07-21,2025-03-10,Phase 1,Recruiting,1.0,1328.0,Remdesivir,100,mapped
NCT100992,Aspirin,Alzheimer'S Disease,Novartis,2024-03-23,2025-03-12,Phase 1,Recruiting,1.0,354.0,Aspirin,100,mapped
NCT100993,Remdesivir,Asthma,Gsk,2023-12-05,2025-05-23,Phase 4,Completed,1.0,535.0,Remdesivir,100,mapped
NCT100994,Remdesivir,Covid-19,Sanofi,2024-06-27,,Phase 1,Terminated,0.875,,Remdesivir,100,mapped
NCT100995,Aspirin,Covid-19,Moderna,2022-02-05,2024-08-30,,Withdrawn,0.875,937.0,Aspirin,100,mapped
NCT100996,Metformin,Covid-19,Moderna,2020-11-26,2024-12-17,Phase 2,Terminated,1.0,1482.0,Metformin,100,mapped
NCT100997,Trastuzumab,Alzheimer'S Disease,Novartis,2023-10-08,2024-12-13,Phase 4,Completed,1.0,432.0,Trastuzumab,100,mapped
NCT100998,Donepezil,Alzheimer'S Disease,Gsk,2022-06-14,2024-08-13,Phase 2,Completed,1.0,791.0,Donepezil,100,mapped
NCT100999,Aspirin,Asthma,Sanofi,2022-09-25,2025-02-17,,Terminated,0.875,876.0,Aspirin,100,mapped
NCT101000,Salbutamol,Breast Cancer,Astrazeneca,2024-04-03,2025-01-14,,Terminated,0.875,286.0,Salbutamol,100,mapped
NCT101001,Trastuzumab,Diabetes,Novartis,2020-11-12,2025-06-04,,Recruiting,0.875,1665.0,Trastuzumab,100,mapped
NCT101002,Salbutamol,Asthma,Astrazeneca,2024-06-05,,Phase 2,Withdrawn,0.875,,Salbutamol,100,mapped
NCT101003,Salbutamol,Alzheimer'S Disease,Gsk,2023-01-27,,Phase 4,Completed,0.875,,Salbutamol,100,mapped
NCT101004,Salbutamol,,Novartis,2021-06-25,,Phase 2,Withdrawn,0.75,,Salbutamol,100,mapped
NCT101005,Trastuzumab,Covid-19,Gsk,2024-07-30,,Phase 3,Recruiting,0.875,,Trastuzumab,100,mapped
NCT101006,Salbutamol,Breast Cancer,Gsk,2022-09-25,2024-10-12,Phase 1,Terminated,1.0,748.0,Salbutamol,100,mapped
NCT101007,Trastuzumab,Covid-19,Moderna,2022-09-25,2025-01-17,Phase 2,Completed,1.0,845.0,Trastuzumab,100,mapped
NCT101008,Remdesivir,Covid-19,Novartis,2021-08-07,2024-08-21,Phase 4,Terminated,1.0,1110.0,Remdesivir,100,mapped
NCT101009,Trastuzumab,Covid-19,Astrazeneca,2023-03-17,2025-03-02,Phase 4,Withdrawn,1.0,716.0,Trastuzumab,100,mapped
NCT101010,Trastuzumab,Hypertension,Pfizer,2021-05-28,2025-06-01,Phase 4,Withdrawn,1.0,1465.0,Trastuzumab,100,mapped
NCT101011,Remdesivir,Alzheimer'S Disease,Sanofi,2022-08-04,2025-06-25,Phase 3,Terminated,1.0,1056.0,Remdesivir,100,mapped
NCT101012,Metformin,Diabetes,Gsk,2023-09-08,2024-08-31,,Terminated,0.875,358.0,Metformin,100,mapped
NCT101013,Donepezil,Asthma,Sanofi,2021-02-24,2025-04-19,Phase 1,Recruiting,1.0,1515.0,Donepezil,100,mapped
